image_id,class,score,xmin,ymin,xmax,ymax,width,height
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bicycle,0.51,329,750,393,873,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bicycle,0.47,441,714,465,771,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.46,695,652,731,678,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,van,0.45,493,655,569,797,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,minivan,0.39,493,655,569,796,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,minivan,0.37,641,663,703,716,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.32,493,655,569,797,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,suv,0.31,592,689,666,786,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.29,529,643,578,724,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bicycle,0.26,390,722,416,775,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,motorbike,0.25,582,680,607,734,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.24,927,554,1023,718,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,suv,0.24,640,672,850,910,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,minivan,0.22,638,672,851,909,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.22,929,568,1024,717,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,rickshaw,0.21,694,652,730,678,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,truck,0.21,928,552,1023,719,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.20,791,673,926,820,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,truck,0.19,639,674,851,910,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.19,592,686,665,789,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,motorbike,0.17,442,716,464,771,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,van,0.16,641,663,705,717,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bus,0.84,720,569,865,724,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,motorbike,0.54,363,710,402,790,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bicycle,0.46,363,711,402,791,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,suv,0.45,583,685,676,806,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,van,0.44,755,503,1024,1001,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bicycle,0.42,454,697,479,756,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,car,0.36,583,685,676,806,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bus,0.35,759,441,1024,981,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bicycle,0.33,533,681,547,717,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bus,0.30,676,670,719,709,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,minivan,0.26,584,685,675,806,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,van,0.25,676,671,719,709,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,minivan,0.22,674,670,719,710,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,car,0.19,673,670,719,710,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,motorbike,0.17,533,679,548,716,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.47,222,655,429,829,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,three wheelers (CNG),0.47,720,547,899,748,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.33,875,323,1024,603,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,pickup,0.32,877,541,1024,867,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.27,1,455,163,704,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,van,0.24,416,557,840,917,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.23,0,696,365,1024,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,minivan,0.22,416,559,839,918,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.21,539,712,1013,1024,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,three wheelers (CNG),0.20,150,567,303,741,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.19,410,559,834,920,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,rickshaw,0.18,420,794,614,1024,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,pickup,0.18,0,701,363,1010,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,bus,0.87,104,486,530,772,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.78,388,707,548,895,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.74,673,526,843,636,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.63,1,652,123,785,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.59,579,682,803,936,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.53,578,563,793,696,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,suv,0.50,871,469,1024,628,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.35,873,470,1024,628,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.33,407,896,799,1022,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.33,863,714,1022,1023,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,van,0.27,4,581,98,660,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,rickshaw,0.26,561,693,803,969,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,truck,0.26,115,488,523,772,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,van,0.24,45,752,485,1024,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,suv,0.24,578,564,792,697,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,bus,0.21,5,583,94,659,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.21,828,620,1024,916,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,minivan,0.20,4,580,99,662,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.20,0,819,32,974,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,rickshaw,0.18,671,526,844,641,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,suv,0.16,827,634,1020,876,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.86,851,531,1021,669,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.79,528,529,618,630,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.70,20,567,113,681,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.64,764,501,864,628,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,suv,0.56,120,574,292,701,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.54,821,663,1024,927,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.51,858,499,990,562,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.51,451,523,537,583,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.45,610,517,836,681,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,suv,0.37,610,516,837,682,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.37,432,833,908,1024,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.37,363,542,448,656,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.37,362,631,713,828,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.35,20,566,118,682,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,bus,0.31,807,463,904,514,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,bus,0.29,538,463,684,546,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,suv,0.29,361,631,713,828,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.24,119,575,289,699,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.21,452,523,539,587,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.19,363,542,450,652,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,minivan,0.19,611,516,835,681,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.18,390,575,579,654,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,pickup,0.17,190,692,538,1022,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.16,856,499,990,566,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.49,0,412,351,576,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.40,177,454,868,891,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,van,0.39,615,658,980,1011,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,three wheelers (CNG),0.32,877,759,1024,1005,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.21,614,658,980,1012,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,three wheelers (CNG),0.19,0,859,399,1024,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.18,0,531,141,861,1024,1024
Sabiha_(13)_jpg.rf.e6c5d0a3abb76ffe2051a6f336ac1a2a.jpg,bus,0.42,576,345,1024,731,1024,1024
Sabiha_(13)_jpg.rf.e6c5d0a3abb76ffe2051a6f336ac1a2a.jpg,bus,0.29,0,528,547,973,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,three wheelers (CNG),0.76,647,515,796,680,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.60,458,462,556,554,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,bus,0.56,833,100,1024,549,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.51,511,651,773,948,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.48,53,503,199,558,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.46,382,492,499,601,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,truck,0.42,21,536,619,1012,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.42,492,602,640,738,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,pickup,0.41,771,544,1024,1011,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.39,752,293,820,332,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,van,0.36,677,447,823,548,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,van,0.36,742,379,843,471,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.31,515,451,642,578,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,pickup,0.22,9,522,613,1013,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.21,240,470,487,608,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,rickshaw,0.17,670,368,719,409,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,suv,0.16,527,449,649,582,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,three wheelers (CNG),0.87,688,608,885,883,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,car,0.84,815,429,983,529,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,car,0.79,643,462,792,564,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,car,0.59,673,493,881,629,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,truck,0.57,170,556,663,997,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,car,0.45,783,676,1024,1012,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,suv,0.44,874,523,1023,691,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,car,0.28,0,688,176,981,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,rickshaw,0.26,675,493,880,628,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,minivan,0.17,976,401,1024,526,1024,1024
Sabiha_(15)_jpg.rf.d57eca49cdf9b53adfeaf1c6564b6179.jpg,motorbike,0.16,3,661,200,823,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,three wheelers (CNG),0.88,156,736,357,976,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.73,0,795,137,1013,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,three wheelers (CNG),0.67,183,727,370,950,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.43,595,705,828,851,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.37,909,514,1024,578,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,three wheelers (CNG),0.33,74,742,192,915,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.19,523,957,1007,1024,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,truck,0.18,870,551,1024,867,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.18,388,718,774,947,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,three wheelers (CNG),0.88,156,736,357,976,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.73,0,795,137,1013,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,three wheelers (CNG),0.67,183,727,370,950,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.43,595,705,828,851,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.37,909,514,1024,578,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,three wheelers (CNG),0.33,74,742,192,915,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.19,523,957,1007,1024,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,truck,0.18,870,551,1024,867,1024,1024
Sabiha_(16)_jpg.rf.ac199a33569a2b6bf47a0c3267575364.jpg,car,0.18,388,718,774,947,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,three wheelers (CNG),0.90,688,659,913,904,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,three wheelers (CNG),0.72,206,680,411,900,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,three wheelers (CNG),0.68,468,652,647,796,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,car,0.59,944,730,1024,1012,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,car,0.57,0,737,267,1024,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,three wheelers (CNG),0.50,510,639,691,813,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,car,0.43,326,772,708,1024,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,car,0.26,187,635,432,798,1024,1024
Sabiha_(18)_jpg.rf.2d99bbe6021834328af969e718d6b5df.jpg,minivan,0.18,0,738,276,1024,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,car,0.76,124,724,349,894,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,three wheelers (CNG),0.64,429,640,530,733,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,suv,0.48,306,728,691,1024,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,three wheelers (CNG),0.44,4,730,102,813,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,car,0.29,660,756,1024,1024,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,minivan,0.25,507,643,831,884,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,minivan,0.23,9,822,289,1022,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,car,0.21,1,823,290,1024,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,car,0.21,826,750,1023,829,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,three wheelers (CNG),0.18,945,630,1023,771,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,suv,0.17,508,644,830,857,1024,1024
Sabiha_(19)_jpg.rf.ded17b8863c2c0764d17b91e96012be0.jpg,van,0.17,496,650,840,890,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,three wheelers (CNG),0.82,169,611,296,732,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,three wheelers (CNG),0.72,350,541,450,608,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,three wheelers (CNG),0.71,614,629,765,800,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,car,0.68,0,685,283,907,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,pickup,0.59,15,505,175,651,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,three wheelers (CNG),0.55,0,616,54,709,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,car,0.51,0,659,158,743,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,bus,0.49,593,465,1021,749,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,three wheelers (CNG),0.46,678,731,1019,1024,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,car,0.46,342,603,537,701,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,car,0.40,523,552,614,657,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,car,0.34,255,651,454,782,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,rickshaw,0.24,200,517,303,611,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,three wheelers (CNG),0.22,931,633,1024,787,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,bus,0.22,920,624,1024,898,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,rickshaw,0.20,256,546,343,663,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,car,0.17,406,685,655,907,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,three wheelers (CNG),0.17,340,604,543,703,1024,1024
Sabiha_(2)_jpg.rf.f68dcb552bc0b6c87c5e44f91499addc.jpg,car,0.17,3,657,149,717,1024,1024
Sabiha_(20)_jpg.rf.b3e6da0d8305a75df41638fcebe4c384.jpg,three wheelers (CNG),0.89,895,571,1024,766,1024,1024
