image_id,class,score,xmin,ymin,xmax,ymax,width,height
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,car,0.53,480,695,499,741,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bicycle,0.51,329,750,393,873,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bicycle,0.47,441,714,465,771,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.46,695,652,731,678,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,van,0.45,493,655,569,796,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,minivan,0.39,493,655,569,796,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,minivan,0.37,641,663,702,716,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.32,493,655,569,797,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,suv,0.31,592,690,666,786,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.29,528,643,579,725,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bicycle,0.26,391,724,416,775,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,motorbike,0.25,582,679,608,734,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.24,927,557,1024,717,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,suv,0.24,639,673,850,910,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,minivan,0.22,638,671,852,910,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.22,928,562,1024,717,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,rickshaw,0.21,694,651,730,679,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,truck,0.21,927,556,1023,719,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.20,791,673,925,819,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,truck,0.19,638,674,851,910,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.19,592,686,665,788,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,motorbike,0.17,442,716,465,771,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,van,0.16,641,663,705,716,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,car,0.15,780,660,829,691,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,car,0.15,592,694,666,786,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,suv,0.15,640,665,701,718,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,wheelbarrow,0.14,78,712,196,856,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.14,538,646,583,724,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bicycle,0.14,442,710,466,770,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,truck,0.14,526,643,579,728,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,minivan,0.13,592,687,667,786,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.13,522,644,576,740,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.13,521,644,577,733,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,pickup,0.13,638,672,851,909,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,motorbike,0.12,391,726,416,776,1024,1024
Asraf_51_jpg.rf.0e3516baf7509bc2c4a4aa8deea494c2.jpg,bus,0.12,583,671,615,733,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bus,0.84,720,569,865,724,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,motorbike,0.54,363,710,402,790,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bicycle,0.46,363,711,402,790,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,suv,0.45,583,685,676,806,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,van,0.44,754,501,1024,999,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bicycle,0.42,454,697,479,756,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,car,0.36,583,685,676,806,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bus,0.35,759,440,1024,982,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bicycle,0.33,533,681,547,717,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bus,0.30,676,671,719,709,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,minivan,0.26,584,685,675,806,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,van,0.25,676,671,719,710,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,minivan,0.22,674,670,719,710,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,car,0.19,673,671,719,710,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,motorbike,0.18,569,679,596,732,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,motorbike,0.17,533,680,547,716,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,pickup,0.15,587,647,645,703,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,minivan,0.13,753,506,1023,987,1024,1024
Asraf_52_jpg.rf.867869f276e6db3a09a84b99643df316.jpg,bicycle,0.12,454,704,479,756,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.47,223,655,429,828,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,three wheelers (CNG),0.47,720,547,899,748,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.33,876,322,1024,602,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,pickup,0.32,882,543,1024,863,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.27,0,454,163,702,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,van,0.24,417,557,840,917,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.23,0,694,367,1024,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,minivan,0.22,417,557,840,914,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.21,559,729,1016,1024,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,three wheelers (CNG),0.20,142,559,306,751,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,three wheelers (CNG),0.20,154,572,294,733,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.19,415,560,838,916,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,rickshaw,0.18,425,783,611,1022,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,pickup,0.18,0,709,360,1018,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,van,0.17,0,452,164,704,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.16,495,705,998,1024,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,car,0.16,174,645,431,846,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,rickshaw,0.16,395,779,642,1024,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,rickshaw,0.15,717,546,898,747,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.14,614,377,882,573,1024,1024
Sabiha_(01)_jpg.rf.f935c7fc51a14c64e34c17a17c41cb1f.jpg,bus,0.12,604,372,887,581,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,bus,0.87,108,488,527,771,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.78,388,708,548,895,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.74,673,526,843,636,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.63,1,652,123,785,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.59,565,692,801,964,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.53,578,563,793,696,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,suv,0.50,871,469,1024,628,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.42,601,665,807,893,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.35,872,470,1024,628,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.33,408,896,800,1023,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.33,863,713,1023,1022,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,van,0.27,4,581,97,661,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,rickshaw,0.26,564,690,803,964,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,truck,0.26,115,488,523,772,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,van,0.24,48,744,485,1023,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,suv,0.24,578,564,792,696,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,bus,0.21,4,582,96,661,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.21,828,618,1024,913,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,minivan,0.20,4,580,99,662,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.20,0,814,32,972,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,rickshaw,0.18,670,526,843,640,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,three wheelers (CNG),0.17,344,708,551,909,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,suv,0.16,826,633,1018,873,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,suv,0.16,3,581,98,662,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,minivan,0.16,870,469,1024,628,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,bus,0.15,100,498,499,776,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,rickshaw,0.14,571,678,804,948,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,pickup,0.13,872,471,1024,627,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,pickup,0.13,4,583,95,657,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,rickshaw,0.12,418,898,817,1024,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,minivan,0.12,830,632,1019,902,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,car,0.12,3,637,126,777,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,motorbike,0.12,824,631,1016,871,1024,1024
Sabiha_(10)_jpg.rf.d163e2a53d5ed22112e9ead62807acf4.jpg,bus,0.12,51,755,485,1019,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.86,850,531,1021,669,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.79,528,529,618,630,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.70,20,567,113,681,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.64,764,501,864,628,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,suv,0.56,120,574,291,701,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.54,821,661,1024,927,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.51,858,499,991,562,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.51,451,523,537,583,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.45,610,516,836,681,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,suv,0.37,610,516,837,682,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.37,434,831,911,1024,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.37,363,542,448,656,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.37,362,631,711,827,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.35,20,567,117,682,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,bus,0.31,807,463,903,514,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,bus,0.29,540,463,684,547,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,suv,0.29,362,632,712,828,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.24,119,575,291,700,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.21,451,523,539,586,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.19,363,542,449,648,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,minivan,0.19,611,516,836,681,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.18,393,571,575,647,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,pickup,0.17,175,699,535,1023,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.16,820,666,1024,937,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.16,855,499,993,572,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,car,0.16,387,576,588,659,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,minivan,0.14,362,630,718,837,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,van,0.14,804,462,903,514,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.13,862,499,991,558,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,rickshaw,0.13,394,570,555,640,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,three wheelers (CNG),0.12,799,463,905,511,1024,1024
Sabiha_(11)_jpg.rf.36299290e6d6ce12423051e1f5084f05.jpg,van,0.11,180,697,527,1024,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.49,1,411,351,575,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.40,190,456,861,887,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,van,0.39,615,659,975,1009,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,three wheelers (CNG),0.32,878,760,1023,1005,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.21,616,658,982,1009,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,three wheelers (CNG),0.19,0,858,403,1024,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.18,0,534,142,861,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,auto rickshaw,0.15,876,760,1023,1001,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,truck,0.14,0,533,147,860,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,van,0.14,509,428,643,502,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,auto rickshaw,0.13,203,750,523,1021,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,minivan,0.13,619,662,974,1021,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.11,474,449,905,679,1024,1024
Sabiha_(12)_jpg.rf.4da4073318b165b77ad9cc547cf82f1f.jpg,bus,0.11,132,462,802,873,1024,1024
Sabiha_(13)_jpg.rf.e6c5d0a3abb76ffe2051a6f336ac1a2a.jpg,bus,0.42,579,383,1024,859,1024,1024
Sabiha_(13)_jpg.rf.e6c5d0a3abb76ffe2051a6f336ac1a2a.jpg,bus,0.29,0,528,549,969,1024,1024
Sabiha_(13)_jpg.rf.e6c5d0a3abb76ffe2051a6f336ac1a2a.jpg,bus,0.29,570,300,1015,590,1024,1024
Sabiha_(13)_jpg.rf.e6c5d0a3abb76ffe2051a6f336ac1a2a.jpg,truck,0.13,573,384,1024,870,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,three wheelers (CNG),0.76,647,515,796,680,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.60,456,463,553,554,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,bus,0.56,832,100,1024,545,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.51,511,651,773,949,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.48,53,503,200,558,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.46,384,493,499,602,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,truck,0.42,27,556,614,1013,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.42,493,602,640,737,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,pickup,0.41,772,545,1024,1010,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.39,751,293,820,333,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,van,0.36,677,447,823,547,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,van,0.36,742,379,843,471,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.31,523,450,650,581,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.31,482,456,610,568,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.27,404,479,515,587,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.22,753,292,826,333,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,pickup,0.22,9,522,613,1013,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.21,211,464,490,616,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.21,214,465,477,600,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.18,750,294,805,331,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,rickshaw,0.17,670,367,718,408,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,suv,0.16,526,449,649,583,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,rickshaw,0.15,522,450,650,584,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,bus,0.15,767,538,1024,1014,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,minibus,0.14,743,381,841,467,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,three wheelers (CNG),0.14,653,476,811,626,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,car,0.14,487,601,650,747,1024,1024
Sabiha_(14)_jpg.rf.801d6d37254ef2d3d43876bdcf5d9d54.jpg,truck,0.13,70,613,658,1024,1024,1024
